,area,build_year,price,number_of_rooms,level,price_average
1240,75.0,1996.2546383436409,151900.0,3.0,6,136347.08571428573
1241,82.0,2018.0,195500.0,3.0,3,136347.08571428573
1242,97.0,1996.2546383436409,149000.0,2.0,0,136347.08571428573
1243,64.0,1996.2546383436409,113000.0,2.0,3,136347.08571428573
1244,45.0,1958.0,125000.0,2.0,3,136347.08571428573
1245,45.0,1958.0,120000.0,2.0,3,136347.08571428573
1246,62.0,1958.0,165000.0,3.0,1,136347.08571428573
1247,142.0,1996.2546383436409,260000.0,4.0,3,136347.08571428573
1248,41.0,2020.0,125000.0,2.0,3,136347.08571428573
1249,75.0,2003.0,110000.0,4.0,0,136347.08571428573
1250,77.0,2019.0,123200.0,3.0,1,136347.08571428573
1251,104.0,1960.0,165000.0,5.0,3,136347.08571428573
1252,68.0,2019.0,169900.0,3.0,3,136347.08571428573
1253,61.0,1996.2546383436409,110000.0,3.0,0,136347.08571428573
1254,140.0,1996.2546383436409,235000.0,5.0,1,136347.08571428573
1255,74.0,1980.0,153000.0,4.0,0,136347.08571428573
1256,140.0,1996.2546383436409,235000.0,5.0,1,136347.08571428573
1257,152.0,1996.2546383436409,350000.0,3.0,4,136347.08571428573
1258,71.0,2010.0,128900.0,2.0,2,136347.08571428573
1259,52.0,1996.2546383436409,93000.0,2.0,7,136347.08571428573
1260,27.0,1970.0,54000.0,2.0,0,136347.08571428573
1261,50.0,1996.2546383436409,53000.0,3.0,0,136347.08571428573
1262,55.0,1996.2546383436409,89900.0,2.0,0,136347.08571428573
1263,37.0,2020.0,78000.0,2.0,0,136347.08571428573
1264,26.0,1996.2546383436409,53000.0,2.0,0,136347.08571428573
1265,67.0,1996.2546383436409,87000.0,3.0,0,136347.08571428573
1266,66.0,1996.2546383436409,92000.0,2.0,0,136347.08571428573
1267,65.0,1996.2546383436409,89900.0,3.0,1,136347.08571428573
1268,61.0,1996.2546383436409,100000.0,2.0,3,136347.08571428573
1269,51.0,1996.2546383436409,96000.0,2.0,1,136347.08571428573
1270,45.0,1949.0,65400.0,2.0,0,136347.08571428573
1271,51.0,1996.2546383436409,98800.0,2.0,0,136347.08571428573
1272,54.0,1996.2546383436409,79900.0,2.0,4,136347.08571428573
1273,61.0,1996.2546383436409,95000.0,2.0,2,136347.08571428573
1274,28.0,2015.0,57000.0,1.0,0,136347.08571428573
1275,66.0,1996.2546383436409,66000.0,4.0,0,136347.08571428573
1276,60.0,2010.0,91500.0,3.0,3,136347.08571428573
1277,37.0,2019.0,67000.0,2.0,0,136347.08571428573
1278,44.0,1996.2546383436409,72000.0,2.0,0,136347.08571428573
1279,40.0,1996.2546383436409,72000.0,1.0,1,136347.08571428573
1280,39.0,1996.2546383436409,78000.0,5.0,0,136347.08571428573
1281,45.0,1996.2546383436409,66000.0,3.0,1,136347.08571428573
1282,39.0,1996.2546383436409,65000.0,2.0,5,136347.08571428573
1283,45.0,1996.2546383436409,85000.0,3.0,0,136347.08571428573
1284,26.0,1996.2546383436409,65000.0,1.0,1,136347.08571428573
1285,47.0,1967.0,62000.0,2.0,0,136347.08571428573
1286,52.0,1996.2546383436409,55000.0,2.0,0,136347.08571428573
1287,50.0,1996.2546383436409,60000.0,1.0,0,136347.08571428573
1288,60.0,1996.2546383436409,62000.0,3.0,1,136347.08571428573
1289,50.0,1996.2546383436409,78900.0,3.0,0,136347.08571428573
1290,55.0,1996.2546383436409,89900.0,3.0,0,136347.08571428573
1291,46.0,1996.2546383436409,65000.0,3.0,2,136347.08571428573
1292,54.0,1996.2546383436409,71000.0,3.0,1,136347.08571428573
1293,69.0,1996.2546383436409,99990.0,2.0,3,136347.08571428573
1294,41.0,1996.2546383436409,85000.0,1.0,3,136347.08571428573
1295,45.0,1996.2546383436409,66000.0,4.0,1,136347.08571428573
1296,60.0,1996.2546383436409,73000.0,1.0,0,136347.08571428573
1297,45.0,1996.2546383436409,65000.0,3.0,1,136347.08571428573
1298,64.0,1996.2546383436409,89800.0,3.0,1,136347.08571428573
1299,60.0,1996.2546383436409,80800.0,3.0,0,136347.08571428573
1300,79.0,1996.2546383436409,98000.0,3.0,0,136347.08571428573
1301,67.0,2015.0,87000.0,3.0,1,136347.08571428573
1302,41.0,1996.2546383436409,82900.0,2.0,1,136347.08571428573
1303,52.0,1996.2546383436409,84000.0,2.0,2,136347.08571428573
1304,132.0,1996.2546383436409,2100.0,4.0,1,163140.8943089431
1305,78.0,1996.2546383436409,2200.0,3.0,3,163140.8943089431
1306,106.0,1996.2546383436409,179000.0,4.0,6,163140.8943089431
1307,104.0,1996.2546383436409,240000.0,4.0,2,163140.8943089431
1308,54.0,1996.2546383436409,111000.0,2.0,0,163140.8943089431
1309,98.0,1992.0,240000.0,5.0,1,163140.8943089431
1310,60.0,1996.2546383436409,125000.0,3.0,2,163140.8943089431
1311,78.0,2020.0,189583.0,3.0,3,163140.8943089431
1312,122.0,2020.0,201300.0,3.0,0,163140.8943089431
1313,103.0,1939.0,205000.0,4.0,2,163140.8943089431
1314,111.0,2017.0,235000.0,5.0,6,163140.8943089431
1315,91.0,2008.0,175000.0,3.0,3,163140.8943089431
1316,54.0,1938.0,232000.0,3.0,2,163140.8943089431
1317,66.0,1996.2546383436409,165000.0,2.0,4,163140.8943089431
1318,106.0,1963.0,185000.0,4.0,7,163140.8943089431
1319,66.0,1996.2546383436409,122000.0,2.0,1,163140.8943089431
1320,95.0,1996.2546383436409,211000.0,4.0,3,163140.8943089431
1321,69.0,2012.0,199000.0,3.0,0,163140.8943089431
1322,80.0,1996.2546383436409,185000.0,3.0,5,163140.8943089431
1323,49.0,1970.0,140000.0,2.0,2,163140.8943089431
1324,62.0,1996.2546383436409,135000.0,2.0,3,163140.8943089431
1325,176.0,1996.2546383436409,185000.0,2.0,1,163140.8943089431
1326,80.0,1993.0,150000.0,3.0,0,163140.8943089431
1327,77.0,1996.2546383436409,225888.0,3.0,1,163140.8943089431
1328,66.0,1996.2546383436409,150000.0,2.0,4,163140.8943089431
1329,61.0,1996.2546383436409,120000.0,3.0,5,163140.8943089431
1330,47.0,1960.0,130000.0,2.0,6,163140.8943089431
1331,30.0,2021.0,105000.0,1.0,16,163140.8943089431
1332,108.0,1996.2546383436409,145000.0,3.0,6,163140.8943089431
1333,105.0,1996.2546383436409,197000.0,3.0,6,163140.8943089431
1334,55.0,1931.0,129000.0,2.0,2,163140.8943089431
1335,99.0,1996.2546383436409,225000.0,4.0,1,163140.8943089431
1336,97.0,1996.2546383436409,300000.0,3.0,1,163140.8943089431
1337,54.0,1984.0,116000.0,2.0,4,163140.8943089431
1338,51.0,1996.2546383436409,183600.0,2.0,6,163140.8943089431
1339,45.0,1993.0,115000.0,2.0,1,163140.8943089431
1340,68.0,1993.0,140000.0,2.0,1,163140.8943089431
1341,55.0,1996.2546383436409,119000.0,2.0,4,163140.8943089431
1342,99.0,1992.0,240000.0,4.0,1,163140.8943089431
1343,66.0,1996.2546383436409,148000.0,2.0,4,163140.8943089431
1344,91.0,1996.2546383436409,200000.0,3.0,3,163140.8943089431
1345,97.0,1996.2546383436409,199000.0,5.0,2,163140.8943089431
1346,60.0,1935.0,107000.0,2.0,3,163140.8943089431
1347,61.0,1996.2546383436409,120000.0,2.0,5,163140.8943089431
1348,56.0,1996.2546383436409,183000.0,2.0,12,163140.8943089431
1349,65.0,1938.0,180000.0,2.0,5,163140.8943089431
1350,170.0,1998.0,499000.0,6.0,3,163140.8943089431
1351,93.0,1996.2546383436409,209000.0,3.0,3,163140.8943089431
1352,65.0,1996.2546383436409,199990.0,2.0,4,163140.8943089431
1353,92.0,1996.2546383436409,209000.0,3.0,3,163140.8943089431
1354,79.0,1996.2546383436409,200000.0,3.0,1,163140.8943089431
1355,62.0,1996.2546383436409,170000.0,2.0,2,163140.8943089431
1356,210.0,1996.2546383436409,628000.0,6.0,1,163140.8943089431
1357,52.0,1996.2546383436409,160000.0,2.8452239216045427,1,163140.8943089431
1358,100.0,1913.0,235000.0,4.0,4,163140.8943089431
1359,65.0,1996.2546383436409,130000.0,3.0,5,163140.8943089431
1360,105.0,1996.2546383436409,189900.0,4.0,1,163140.8943089431
1361,73.0,1996.2546383436409,143000.0,3.0,2,163140.8943089431
1362,76.0,1936.0,169900.0,4.0,1,163140.8943089431
1363,94.0,1950.0,190000.0,3.0,3,163140.8943089431
1364,66.0,1980.0,160000.0,3.0,1,163140.8943089431
1365,103.0,2019.0,215000.0,3.0,1,163140.8943089431
1366,98.0,2011.0,279999.0,4.0,0,163140.8943089431
1367,85.0,1996.2546383436409,180000.0,3.0,2,163140.8943089431
1368,55.0,1962.0,105000.0,2.0,2,163140.8943089431
1369,92.0,1996.2546383436409,178000.0,4.0,3,163140.8943089431
1370,69.0,1996.2546383436409,143000.0,3.0,2,163140.8943089431
1371,103.0,1996.2546383436409,309000.0,3.0,4,163140.8943089431
1372,62.0,1996.2546383436409,120000.0,2.0,5,163140.8943089431
1373,93.0,1937.0,250000.0,4.0,1,163140.8943089431
1374,96.0,1986.0,185000.0,4.0,5,163140.8943089431
1375,133.0,1929.0,290000.0,5.0,2,163140.8943089431
1376,117.0,2009.0,295000.0,4.0,2,163140.8943089431
1377,90.0,2020.0,219704.0,2.0,4,163140.8943089431
1378,132.0,1996.2546383436409,304574.0,4.0,1,163140.8943089431
1379,81.0,1936.0,169900.0,4.0,1,163140.8943089431
1380,125.0,1996.2546383436409,399000.0,5.0,4,163140.8943089431
1381,120.0,1996.2546383436409,319000.0,6.0,5,163140.8943089431
1382,54.0,1984.0,116000.0,3.0,4,163140.8943089431
1383,100.0,1996.2546383436409,170000.0,2.0,0,163140.8943089431
1384,130.0,1990.0,190000.0,5.0,7,163140.8943089431
1385,49.0,1996.2546383436409,155000.0,2.0,2,163140.8943089431
1386,99.0,1992.0,240000.0,4.0,1,163140.8943089431
1387,112.0,1996.0,169000.0,4.0,4,163140.8943089431
1388,107.0,1936.0,213000.0,3.0,3,163140.8943089431
1389,46.0,1996.2546383436409,75000.0,2.0,7,163140.8943089431
1390,35.0,1996.2546383436409,60000.0,1.0,0,163140.8943089431
1391,35.0,1996.2546383436409,60000.0,1.0,0,163140.8943089431
1392,35.0,1996.2546383436409,60000.0,1.0,0,163140.8943089431
1393,32.0,1996.2546383436409,65000.0,1.0,0,163140.8943089431
1394,40.0,1996.2546383436409,90000.0,2.0,0,163140.8943089431
1395,40.0,1996.2546383436409,68000.0,2.0,4,163140.8943089431
1396,37.0,1996.2546383436409,78687.0,2.8452239216045427,1,163140.8943089431
1397,35.0,1965.0,58000.0,1.0,0,163140.8943089431
1398,40.0,1996.2546383436409,79000.0,1.0,3,163140.8943089431
1399,23.0,1996.2546383436409,69000.0,1.0,0,163140.8943089431
1400,40.0,1940.0,79000.0,1.0,3,163140.8943089431
1401,41.0,1939.0,75000.0,1.0,1,163140.8943089431
1402,32.0,1996.2546383436409,60000.0,1.0,0,163140.8943089431
1403,39.9,1970.0,99900.0,2.0,1,163140.8943089431
1404,23.0,1996.2546383436409,69000.0,1.0,0,163140.8943089431
1405,32.0,1996.2546383436409,65000.0,1.0,0,163140.8943089431
1406,32.0,1996.2546383436409,60000.0,1.0,0,163140.8943089431
1407,35.0,1996.2546383436409,60000.0,1.0,0,163140.8943089431
1408,35.0,1996.2546383436409,60000.0,1.0,0,163140.8943089431
1409,49.0,1996.2546383436409,119000.0,2.0,7,163140.8943089431
1410,60.0,1996.2546383436409,45000.0,2.0,1,50268.61946902655
1411,42.0,1996.2546383436409,42000.0,1.0,3,50268.61946902655
1412,50.0,1996.2546383436409,39900.0,2.0,2,50268.61946902655
1413,33.0,1996.2546383436409,33000.0,2.0,1,50268.61946902655
1414,36.0,1996.2546383436409,36250.0,2.0,2,50268.61946902655
1415,35.0,1996.2546383436409,35410.0,2.0,2,50268.61946902655
1416,32.0,1996.2546383436409,32470.0,1.0,3,50268.61946902655
1417,36.0,1996.2546383436409,36230.0,2.0,2,50268.61946902655
1418,40.0,1996.2546383436409,40100.0,2.0,3,50268.61946902655
1419,41.0,1996.2546383436409,41000.0,2.0,3,50268.61946902655
1420,37.0,2021.0,42550.0,2.0,2,50268.61946902655
1421,34.0,2021.0,37500.0,1.0,2,50268.61946902655
1422,39.0,1996.2546383436409,41000.0,2.0,1,50268.61946902655
1423,39.0,1996.2546383436409,41000.0,2.0,1,50268.61946902655
1424,36.0,1996.2546383436409,38000.0,2.0,3,50268.61946902655
1425,40.0,1996.2546383436409,38000.0,2.0,1,50268.61946902655
1426,48.0,1996.2546383436409,37500.0,2.0,1,50268.61946902655
1427,40.0,1996.2546383436409,36000.0,2.0,0,50268.61946902655
1428,89.0,1996.2546383436409,94.0,4.0,1,50268.61946902655
1429,22.0,1996.2546383436409,12800.0,1.0,1,50268.61946902655
1430,30.0,1996.2546383436409,33000.0,1.0,2,50268.61946902655
1431,45.0,1996.2546383436409,50000.0,2.0,2,50268.61946902655
1432,42.0,1996.2546383436409,38000.0,2.0,3,50268.61946902655
1433,42.0,1996.2546383436409,40000.0,2.0,3,50268.61946902655
1434,37.0,2021.0,40000.0,2.0,2,50268.61946902655
1435,54.0,1996.2546383436409,49600.0,3.0,1,50268.61946902655
1436,50.0,1996.2546383436409,50000.0,3.0,4,50268.61946902655
1437,35.0,1996.2546383436409,35000.0,2.0,0,50268.61946902655
1438,37.0,2021.0,40700.0,2.8452239216045427,1,50268.61946902655
1439,42.0,1996.2546383436409,38000.0,2.0,2,50268.61946902655
1440,50.0,1996.2546383436409,49000.0,2.0,2,50268.61946902655
1441,48.0,1996.2546383436409,43200.0,3.0,0,50268.61946902655
1442,42.0,2021.0,46200.0,2.0,2,50268.61946902655
1443,38.0,2021.0,41800.0,2.0,2,50268.61946902655
1444,32.0,1996.2546383436409,32470.0,1.0,3,50268.61946902655
1445,40.5,1996.2546383436409,40000.0,3.0,2,50268.61946902655
1446,42.0,1996.2546383436409,40000.0,2.0,3,50268.61946902655
1447,39.0,1996.2546383436409,39000.0,2.0,0,50268.61946902655
1448,48.0,2011.0,40000.0,1.0,3,50268.61946902655
1449,77.0,2016.0,59900.0,3.0,2,50268.61946902655
1450,56.0,1996.2546383436409,61600.0,3.0,2,50268.61946902655
1451,48.0,2021.0,52800.0,2.0,2,50268.61946902655
1452,45.0,1996.2546383436409,51750.0,2.0,1,50268.61946902655
1453,55.0,1996.2546383436409,57000.0,3.0,2,50268.61946902655
1454,49.0,1996.2546383436409,51000.0,3.0,1,50268.61946902655
1455,52.0,1996.2546383436409,54000.0,3.0,1,50268.61946902655
1456,60.0,1996.2546383436409,63000.0,3.0,3,50268.61946902655
1457,62.0,1996.2546383436409,65000.0,3.0,2,50268.61946902655
1458,55.0,1996.2546383436409,57000.0,3.0,3,50268.61946902655
1459,62.0,1996.2546383436409,65000.0,3.0,3,50268.61946902655
1460,52.0,1996.2546383436409,55000.0,2.0,3,50268.61946902655
1461,63.0,1996.2546383436409,65000.0,3.0,4,50268.61946902655
1462,73.0,1996.2546383436409,75000.0,3.0,4,50268.61946902655
1463,49.0,1996.2546383436409,56350.0,3.0,4,50268.61946902655
1464,57.0,1996.2546383436409,54155.0,2.0,1,50268.61946902655
1465,65.0,1996.2546383436409,62220.0,3.0,1,50268.61946902655
1466,117.0,1996.2546383436409,74255.0,2.0,2,50268.61946902655
1467,57.0,1996.2546383436409,54155.0,3.0,3,50268.61946902655
1468,100.0,1996.2546383436409,65000.0,4.0,0,50268.61946902655
1469,96.0,1996.2546383436409,79000.0,3.0,1,50268.61946902655
1470,60.0,2016.0,55000.0,3.0,4,50268.61946902655
1471,68.0,1996.2546383436409,72100.0,3.0,2,50268.61946902655
1472,89.0,1996.2546383436409,78320.0,4.0,1,50268.61946902655
1473,78.0,1996.2546383436409,75000.0,4.0,0,50268.61946902655
1474,69.0,2018.0,51750.0,2.0,0,50268.61946902655
1475,75.0,2018.0,60000.0,3.0,2,50268.61946902655
1476,57.0,1996.2546383436409,52500.0,3.0,1,50268.61946902655
1477,82.0,1996.2546383436409,76000.0,3.0,3,50268.61946902655
1478,75.0,1996.2546383436409,60000.0,3.0,2,50268.61946902655
1479,60.0,1996.2546383436409,57000.0,3.0,3,50268.61946902655
1480,65.0,1996.2546383436409,60000.0,2.0,2,50268.61946902655
1481,58.0,1996.2546383436409,58000.0,3.0,3,50268.61946902655
1482,86.0,2014.0,76000.0,4.0,4,50268.61946902655
1483,82.0,1996.2546383436409,76000.0,3.0,3,50268.61946902655
1484,111.0,1996.2546383436409,93720.0,4.0,2,50268.61946902655
1485,61.0,1996.2546383436409,54900.0,3.0,3,50268.61946902655
1486,62.0,1996.2546383436409,55800.0,3.0,3,50268.61946902655
1487,75.0,1996.2546383436409,55700.0,2.0,1,50268.61946902655
1488,110.0,1996.2546383436409,79700.0,4.0,2,50268.61946902655
1489,82.0,1996.2546383436409,78000.0,3.0,6,50268.61946902655
1490,52.0,1996.2546383436409,54000.0,3.0,1,50268.61946902655
1491,83.0,1996.2546383436409,79000.0,3.0,6,50268.61946902655
1492,60.0,1996.2546383436409,55000.0,2.0,3,50268.61946902655
1493,56.0,2020.0,49000.0,2.0,0,74297.75987841946
1494,28.0,1996.2546383436409,43000.0,1.0,1,74297.75987841946
1495,34.0,1996.2546383436409,37600.0,1.0,3,74297.75987841946
1496,33.0,2021.0,41250.0,1.0,1,74297.75987841946
1497,32.0,1996.2546383436409,46400.0,1.0,3,74297.75987841946
1498,33.0,2005.0,45000.0,2.0,0,74297.75987841946
1499,44.0,1996.2546383436409,39900.0,2.0,0,74297.75987841946
1500,32.0,1996.2546383436409,42000.0,1.0,2,74297.75987841946
1501,37.0,1996.2546383436409,40000.0,1.0,0,74297.75987841946
1502,21.0,1996.2546383436409,22000.0,1.0,0,74297.75987841946
1503,42.0,2001.0,44900.0,2.0,4,74297.75987841946
1504,40.0,2010.0,30000.0,2.0,0,74297.75987841946
1505,40.0,2020.0,39600.0,1.0,0,74297.75987841946
1506,30.0,2010.0,22500.0,1.0,0,74297.75987841946
1507,32.0,1996.2546383436409,46400.0,1.0,2,74297.75987841946
1508,32.0,1996.2546383436409,46400.0,1.0,4,74297.75987841946
1509,32.0,1996.2546383436409,46400.0,1.0,3,74297.75987841946
1510,32.0,1996.2546383436409,46400.0,1.0,3,74297.75987841946
1511,42.0,1996.2546383436409,44000.0,2.8452239216045427,3,74297.75987841946
1512,46.0,1996.2546383436409,49900.0,2.0,0,74297.75987841946
1513,32.0,1996.2546383436409,46400.0,1.0,4,74297.75987841946
1514,38.0,1996.2546383436409,45000.0,2.0,1,74297.75987841946
1515,26.0,2017.0,48000.0,1.0,3,74297.75987841946
1516,40.0,2021.0,43900.0,2.0,3,74297.75987841946
1517,41.0,1996.2546383436409,43500.0,2.0,2,74297.75987841946
1518,46.0,1996.2546383436409,49500.0,2.0,0,74297.75987841946
1519,32.0,1996.2546383436409,46400.0,1.0,1,74297.75987841946
1520,31.0,1996.2546383436409,47275.0,2.0,1,74297.75987841946
1521,31.0,1996.2546383436409,47275.0,2.0,3,74297.75987841946
1522,40.0,1996.2546383436409,35000.0,1.0,0,74297.75987841946
1523,38.0,1996.2546383436409,45000.0,2.0,1,74297.75987841946
1524,33.0,1996.2546383436409,45000.0,2.0,1,74297.75987841946
1525,24.0,1996.2546383436409,45000.0,1.0,0,74297.75987841946
1526,53.0,1996.2546383436409,39900.0,2.0,0,74297.75987841946
1527,39.0,2005.0,49000.0,1.0,3,74297.75987841946
1528,28.0,1996.2546383436409,43000.0,1.0,0,74297.75987841946
1529,82.0,2018.0,119260.0,4.0,5,74297.75987841946
1530,125.0,1980.0,119000.0,5.0,0,74297.75987841946
1531,191.0,2005.0,180000.0,5.0,0,74297.75987841946
1532,234.0,2000.0,305000.0,6.0,3,74297.75987841946
1533,190.0,1996.2546383436409,170000.0,6.0,0,74297.75987841946
1534,73.0,1996.2546383436409,111325.0,3.0,4,74297.75987841946
1535,73.0,1996.2546383436409,111325.0,3.0,4,74297.75987841946
1536,126.0,1996.2546383436409,138000.0,5.0,3,74297.75987841946
1537,146.0,1996.2546383436409,125000.0,6.0,2,74297.75987841946
1538,126.0,1996.2546383436409,138000.0,5.0,3,74297.75987841946
1539,94.0,1996.2546383436409,122000.0,4.0,4,74297.75987841946
1540,56.0,1996.2546383436409,108800.0,4.0,7,74297.75987841946
1541,88.0,1996.2546383436409,111760.0,3.0,4,74297.75987841946
1542,134.0,2000.0,105000.0,5.0,4,74297.75987841946
1543,73.0,1996.2546383436409,111325.0,3.0,4,74297.75987841946
1544,190.0,2005.0,170000.0,5.0,0,74297.75987841946
1545,158.0,1996.2546383436409,280000.0,3.0,3,74297.75987841946
1546,127.0,1996.2546383436409,138000.0,5.0,3,74297.75987841946
1547,127.0,1996.2546383436409,138000.0,4.0,3,74297.75987841946
1548,127.0,1996.2546383436409,138000.0,5.0,3,74297.75987841946
1549,81.0,1996.2546383436409,125000.0,4.0,0,74297.75987841946
1550,134.0,1996.2546383436409,105000.0,5.0,4,74297.75987841946
1551,190.0,1996.2546383436409,170000.0,5.0,0,74297.75987841946
1552,111.0,1990.0,138000.0,5.0,3,74297.75987841946
1553,126.0,1990.0,138000.0,5.0,3,74297.75987841946
1554,108.0,1996.2546383436409,120000.0,4.0,1,74297.75987841946
1555,84.0,1996.2546383436409,119000.0,4.0,0,74297.75987841946
1556,96.0,1996.2546383436409,130000.0,4.0,3,74297.75987841946
1557,74.0,2017.0,107300.0,3.0,1,74297.75987841946
1558,69.0,2015.0,110000.0,4.0,0,74297.75987841946
1559,120.0,1996.2546383436409,138000.0,4.0,3,74297.75987841946
1560,428.0,1998.0,430000.0,8.0,0,74297.75987841946
1561,114.0,1996.2546383436409,138000.0,5.0,3,74297.75987841946
1562,38.0,2011.0,63500.0,2.0,2,74297.75987841946
1563,47.0,2019.0,62000.0,3.0,0,74297.75987841946
1564,41.0,1980.0,52000.0,1.0,5,74297.75987841946
1565,59.0,1970.0,75000.0,2.0,3,74297.75987841946
1566,60.0,2017.0,81000.0,3.0,2,74297.75987841946
1567,64.0,2014.0,52000.0,3.0,0,74297.75987841946
1568,44.0,2017.0,65000.0,2.0,1,74297.75987841946
1569,62.0,2018.0,78000.0,2.0,0,74297.75987841946
1570,73.0,2018.0,95751.0,4.0,5,74297.75987841946
1571,41.0,2018.0,54200.0,2.0,5,74297.75987841946
1572,85.0,2001.0,76500.0,3.0,0,74297.75987841946
1573,78.0,2017.0,65000.0,2.0,0,74297.75987841946
1574,73.0,1990.0,95000.0,3.0,2,74297.75987841946
1575,60.0,1970.0,75500.0,2.0,5,74297.75987841946
1576,90.0,1996.2546383436409,90000.0,4.0,4,74297.75987841946
1577,63.0,2007.0,80000.0,3.0,1,74297.75987841946
1578,42.0,1996.2546383436409,51000.0,2.0,0,74297.75987841946
1579,58.0,1996.2546383436409,70000.0,2.0,2,74297.75987841946
1580,42.0,1996.2546383436409,55000.0,2.0,4,74297.75987841946
1581,42.0,1996.2546383436409,61000.0,2.0,0,74297.75987841946
1582,65.0,1996.2546383436409,95000.0,3.0,7,74297.75987841946
1583,65.0,1989.0,93000.0,3.0,1,74297.75987841946
1584,38.0,1996.2546383436409,63500.0,2.0,2,74297.75987841946
1585,44.0,2018.0,52000.0,2.0,2,74297.75987841946
1586,45.0,1995.0,65000.0,3.0,5,74297.75987841946
1587,69.0,1996.2546383436409,90000.0,3.0,3,74297.75987841946
1588,55.0,1996.2546383436409,52000.0,3.0,0,74297.75987841946
1589,67.0,1996.2546383436409,90450.0,3.0,0,74297.75987841946
1590,43.0,1996.2546383436409,78000.0,2.0,0,74297.75987841946
1591,38.0,1996.2546383436409,63500.0,2.0,2,74297.75987841946
1592,38.0,1996.2546383436409,63500.0,2.0,1,74297.75987841946
1593,48.0,1996.2546383436409,63500.0,2.0,2,74297.75987841946
1594,41.0,2016.0,59450.0,2.0,3,74297.75987841946
1595,65.0,1996.2546383436409,77000.0,3.0,2,74297.75987841946
1596,69.0,1996.2546383436409,53000.0,3.0,2,74297.75987841946
1597,48.0,1996.2546383436409,63500.0,2.0,3,74297.75987841946
1598,54.0,1996.2546383436409,55000.0,3.0,3,74297.75987841946
1599,60.0,1996.2546383436409,63000.0,3.0,2,74297.75987841946
1600,54.0,1996.2546383436409,56000.0,3.0,0,74297.75987841946
1601,65.0,1996.2546383436409,85000.0,2.0,8,74297.75987841946
1602,58.0,1996.2546383436409,85000.0,2.0,0,74297.75987841946
1603,56.0,1996.2546383436409,60000.0,2.0,0,74297.75987841946
1604,48.0,2015.0,63500.0,2.0,3,74297.75987841946
1605,61.0,1985.0,84000.0,2.0,6,74297.75987841946
1606,56.0,1996.2546383436409,76500.0,2.0,3,74297.75987841946
1607,48.0,1996.2546383436409,63500.0,2.0,2,74297.75987841946
1608,38.0,1996.2546383436409,55100.0,2.0,3,74297.75987841946
1609,54.0,1996.2546383436409,78300.0,3.0,3,74297.75987841946
1610,37.0,1996.2546383436409,56425.0,2.0,3,74297.75987841946
1611,37.0,1996.2546383436409,56425.0,2.0,1,74297.75987841946
1612,40.0,1996.2546383436409,61000.0,2.0,3,74297.75987841946
1613,33.0,1996.2546383436409,50325.0,2.0,3,74297.75987841946
1614,40.0,1996.2546383436409,61000.0,2.0,1,74297.75987841946
1615,37.0,1996.2546383436409,56425.0,2.0,3,74297.75987841946
1616,33.0,1996.2546383436409,50325.0,2.0,1,74297.75987841946
1617,63.0,1996.2546383436409,96075.0,3.0,4,74297.75987841946
1618,41.0,1996.2546383436409,59450.0,2.0,3,74297.75987841946
1619,41.0,1996.2546383436409,56000.0,2.0,1,74297.75987841946
1620,48.0,1996.2546383436409,63500.0,2.0,3,74297.75987841946
1621,38.0,2008.0,60000.0,2.0,2,74297.75987841946
1622,52.0,2009.0,57200.0,2.0,0,74297.75987841946
1623,40.0,2017.0,65000.0,2.0,1,74297.75987841946
1624,39.0,1996.2546383436409,56550.0,2.0,3,74297.75987841946
1625,44.0,1996.2546383436409,63800.0,3.0,3,74297.75987841946
1626,36.0,1996.2546383436409,52200.0,2.0,3,74297.75987841946
1627,37.0,1996.2546383436409,53650.0,2.0,3,74297.75987841946
1628,39.0,1996.2546383436409,56550.0,2.0,1,74297.75987841946
1629,44.0,1996.2546383436409,63800.0,3.0,1,74297.75987841946
1630,54.0,1996.2546383436409,78300.0,2.0,1,74297.75987841946
1631,37.0,1996.2546383436409,53650.0,2.0,1,74297.75987841946
1632,38.0,1996.2546383436409,55100.0,2.0,1,74297.75987841946
1633,49.0,1996.2546383436409,71050.0,3.0,1,74297.75987841946
1634,41.0,1996.2546383436409,59450.0,2.0,1,74297.75987841946
1635,49.0,1996.2546383436409,71050.0,3.0,3,74297.75987841946
1636,36.0,1996.2546383436409,52200.0,2.0,1,74297.75987841946
1637,59.0,1996.2546383436409,75000.0,2.0,3,74297.75987841946
1638,56.0,1996.2546383436409,75000.0,2.0,3,74297.75987841946
1639,46.0,1996.2546383436409,53000.0,2.0,3,74297.75987841946
1640,73.0,1996.2546383436409,95000.0,3.0,1,74297.75987841946
1641,56.0,1996.2546383436409,56500.0,2.0,10,74297.75987841946
1642,70.0,2018.0,84000.0,4.0,4,74297.75987841946
1643,80.0,2009.0,88000.0,4.0,1,74297.75987841946
1644,74.0,1996.2546383436409,77700.0,3.0,3,74297.75987841946
1645,79.0,2009.0,76000.0,3.0,4,74297.75987841946
1646,43.0,2017.0,62350.0,2.0,5,74297.75987841946
1647,66.0,1996.2546383436409,85000.0,4.0,4,74297.75987841946
1648,62.0,1996.2546383436409,86800.0,3.0,0,74297.75987841946
1649,66.0,1996.2546383436409,80000.0,3.0,4,74297.75987841946
1650,66.0,1996.2546383436409,80000.0,3.0,4,74297.75987841946
1651,66.0,1996.2546383436409,80000.0,3.0,4,74297.75987841946
